Initial Condition,Final Condition,Parameter
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_1_703_sim_.txt,0_1_703_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_25_782_sim_.txt,0_25_782_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_3_753_sim_.txt,0_3_753_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_15_697_sim_.txt,0_15_697_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_13_141_sim_.txt,0_13_141_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_4_920_sim_.txt,0_4_920_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_23_1223_sim_.txt,0_23_1223_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_2_266_sim_.txt,0_2_266_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_10_939_sim_.txt,0_10_939_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_7_158_sim_.txt,0_7_158_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_12_474_sim_.txt,0_12_474_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_20_531_sim_.txt,0_20_531_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_18_1160_sim_.txt,0_18_1160_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_20_757_sim_.txt,0_20_757_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_12_612_sim_.txt,0_12_612_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_25_469_sim_.txt,0_25_469_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_15_861_sim_.txt,0_15_861_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_21_262_sim_.txt,0_21_262_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_23_1045_sim_.txt,0_23_1045_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_13_327_sim_.txt,0_13_327_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_22_18_sim_.txt,0_22_18_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_14_1_sim_.txt,0_14_1_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_1_878_sim_.txt,0_1_878_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_25_1185_sim_.txt,0_25_1185_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_3_535_sim_.txt,0_3_535_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_21_188_sim_.txt,0_21_188_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_8_657_sim_.txt,0_8_657_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_5_109_sim_.txt,0_5_109_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_12_968_sim_.txt,0_12_968_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_10_425_sim_.txt,0_10_425_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_9_1055_sim_.txt,0_9_1055_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_22_560_sim_.txt,0_22_560_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_24_1067_sim_.txt,0_24_1067_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_1_702_sim_.txt,0_1_702_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_9_362_sim_.txt,0_9_362_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_25_783_sim_.txt,0_25_783_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_6_971_sim_.txt,0_6_971_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_11_110_sim_.txt,0_11_110_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_19_570_sim_.txt,0_19_570_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_20_93_sim_.txt,0_20_93_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_23_233_sim_.txt,0_23_233_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_20_1151_sim_.txt,0_20_1151_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_19_716_sim_.txt,0_19_716_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_11_376_sim_.txt,0_11_376_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_3_829_sim_.txt,0_3_829_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_19_1082_sim_.txt,0_19_1082_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_9_104_sim_.txt,0_9_104_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_1_564_sim_.txt,0_1_564_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_22_706_sim_.txt,0_22_706_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_10_643_sim_.txt,0_10_643_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_3_1465_sim_.txt,0_3_1465_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_9_1233_sim_.txt,0_9_1233_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_18_223_sim_.txt,0_18_223_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_24_1201_sim_.txt,0_24_1201_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_6_787_sim_.txt,0_6_787_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_17_830_sim_.txt,0_17_830_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_8_431_sim_.txt,0_8_431_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_25_55_sim_.txt,0_25_55_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_25_975_sim_.txt,0_25_975_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_25_1009_sim_.txt,0_25_1009_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_16_195_sim_.txt,0_16_195_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_15_860_sim_.txt,0_15_860_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_20_756_sim_.txt,0_20_756_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_12_613_sim_.txt,0_12_613_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_25_468_sim_.txt,0_25_468_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_3_534_sim_.txt,0_3_534_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_21_263_sim_.txt,0_21_263_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_13_326_sim_.txt,0_13_326_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_23_1044_sim_.txt,0_23_1044_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_14_0_sim_.txt,0_14_0_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_22_19_sim_.txt,0_22_19_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_1_879_sim_.txt,0_1_879_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_25_1184_sim_.txt,0_25_1184_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_23_1222_sim_.txt,0_23_1222_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_4_921_sim_.txt,0_4_921_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_13_140_sim_.txt,0_13_140_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_3_752_sim_.txt,0_3_752_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_15_696_sim_.txt,0_15_696_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_12_475_sim_.txt,0_12_475_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_20_530_sim_.txt,0_20_530_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_18_1161_sim_.txt,0_18_1161_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_2_267_sim_.txt,0_2_267_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_7_159_sim_.txt,0_7_159_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_10_938_sim_.txt,0_10_938_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_3_210_sim_.txt,0_3_210_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_4_1104_sim_.txt,0_4_1104_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_13_90_sim_.txt,0_13_90_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_24_679_sim_.txt,0_24_679_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_16_1125_sim_.txt,0_16_1125_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_21_547_sim_.txt,0_21_547_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_13_402_sim_.txt,0_13_402_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_8_298_sim_.txt,0_8_298_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_7_85_sim_.txt,0_7_85_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_2_725_sim_.txt,0_2_725_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_12_1275_sim_.txt,0_12_1275_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_17_209_sim_.txt,0_17_209_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_13_892_sim_.txt,0_13_892_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_23_0_sim_.txt,0_23_0_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_12_137_sim_.txt,0_12_137_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_5_956_sim_.txt,0_5_956_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_4_295_sim_.txt,0_4_295_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_12_1013_sim_.txt,0_12_1013_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_12_351_sim_.txt,0_12_351_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_1_67_sim_.txt,0_1_67_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_20_214_sim_.txt,0_20_214_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_14_487_sim_.txt,0_14_487_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_16_56_sim_.txt,0_16_56_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_2_543_sim_.txt,0_2_543_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_2_43_sim_.txt,0_2_43_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_10_1283_sim_.txt,0_10_1283_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_13_664_sim_.txt,0_13_664_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_21_721_sim_.txt,0_21_721_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_6_348_sim_.txt,0_6_348_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_15_72_sim_.txt,0_15_72_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_14_817_sim_.txt,0_14_817_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_4_318_sim_.txt,0_4_318_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_24_902_sim_.txt,0_24_902_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_20_399_sim_.txt,0_20_399_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_16_847_sim_.txt,0_16_847_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_9_446_sim_.txt,0_9_446_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_7_1277_sim_.txt,0_7_1277_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_15_1256_sim_.txt,0_15_1256_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_11_634_sim_.txt,0_11_634_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_19_254_sim_.txt,0_19_254_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_23_771_sim_.txt,0_23_771_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_24_592_sim_.txt,0_24_592_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_8_173_sim_.txt,0_8_173_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_11_1106_sim_.txt,0_11_1106_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_18_761_sim_.txt,0_18_761_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_3_1127_sim_.txt,0_3_1127_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_10_301_sim_.txt,0_10_301_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_22_244_sim_.txt,0_22_244_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_15_259_sim_.txt,0_15_259_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_5_1281_sim_.txt,0_5_1281_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_23_987_sim_.txt,0_23_987_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_3_1341_sim_.txt,0_3_1341_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_10_167_sim_.txt,0_10_167_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_7_906_sim_.txt,0_7_906_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_18_507_sim_.txt,0_18_507_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_10_1168_sim_.txt,0_10_1168_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_4_1089_sim_.txt,0_4_1089_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_8_315_sim_.txt,0_8_315_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_2_1149_sim_.txt,0_2_1149_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_18_997_sim_.txt,0_18_997_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_7_596_sim_.txt,0_7_596_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_7_1011_sim_.txt,0_7_1011_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_23_517_sim_.txt,0_23_517_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_8_32_sim_.txt,0_8_32_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_15_1030_sim_.txt,0_15_1030_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_11_452_sim_.txt,0_11_452_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_6_1219_sim_.txt,0_6_1219_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_17_384_sim_.txt,0_17_384_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_9_620_sim_.txt,0_9_620_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_1_240_sim_.txt,0_1_240_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_14_1238_sim_.txt,0_14_1238_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_16_57_sim_.txt,0_16_57_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_14_486_sim_.txt,0_14_486_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_2_542_sim_.txt,0_2_542_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_12_1012_sim_.txt,0_12_1012_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_4_294_sim_.txt,0_4_294_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_1_66_sim_.txt,0_1_66_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_12_350_sim_.txt,0_12_350_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_20_215_sim_.txt,0_20_215_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_6_349_sim_.txt,0_6_349_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_15_73_sim_.txt,0_15_73_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_14_816_sim_.txt,0_14_816_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_2_42_sim_.txt,0_2_42_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_10_1282_sim_.txt,0_10_1282_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_13_665_sim_.txt,0_13_665_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_21_720_sim_.txt,0_21_720_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_13_91_sim_.txt,0_13_91_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_4_1105_sim_.txt,0_4_1105_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_24_678_sim_.txt,0_24_678_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_21_546_sim_.txt,0_21_546_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_16_1124_sim_.txt,0_16_1124_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_8_299_sim_.txt,0_8_299_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_13_403_sim_.txt,0_13_403_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_3_211_sim_.txt,0_3_211_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_13_893_sim_.txt,0_13_893_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_17_208_sim_.txt,0_17_208_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_12_1274_sim_.txt,0_12_1274_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_23_1_sim_.txt,0_23_1_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_5_957_sim_.txt,0_5_957_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_12_136_sim_.txt,0_12_136_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_7_84_sim_.txt,0_7_84_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_2_724_sim_.txt,0_2_724_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_4_1088_sim_.txt,0_4_1088_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_10_1169_sim_.txt,0_10_1169_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_8_314_sim_.txt,0_8_314_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_2_1148_sim_.txt,0_2_1148_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_15_258_sim_.txt,0_15_258_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_23_986_sim_.txt,0_23_986_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_5_1280_sim_.txt,0_5_1280_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_18_506_sim_.txt,0_18_506_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_3_1340_sim_.txt,0_3_1340_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_7_907_sim_.txt,0_7_907_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_10_166_sim_.txt,0_10_166_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_17_385_sim_.txt,0_17_385_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_6_1218_sim_.txt,0_6_1218_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_1_241_sim_.txt,0_1_241_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_9_621_sim_.txt,0_9_621_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_14_1239_sim_.txt,0_14_1239_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_7_597_sim_.txt,0_7_597_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_18_996_sim_.txt,0_18_996_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_7_1010_sim_.txt,0_7_1010_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_23_516_sim_.txt,0_23_516_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_8_33_sim_.txt,0_8_33_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_11_453_sim_.txt,0_11_453_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_15_1031_sim_.txt,0_15_1031_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_7_1276_sim_.txt,0_7_1276_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_19_255_sim_.txt,0_19_255_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_11_635_sim_.txt,0_11_635_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_15_1257_sim_.txt,0_15_1257_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_23_770_sim_.txt,0_23_770_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_4_319_sim_.txt,0_4_319_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_20_398_sim_.txt,0_20_398_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_24_903_sim_.txt,0_24_903_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_9_447_sim_.txt,0_9_447_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_16_846_sim_.txt,0_16_846_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_11_1107_sim_.txt,0_11_1107_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_3_1126_sim_.txt,0_3_1126_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_10_300_sim_.txt,0_10_300_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_18_760_sim_.txt,0_18_760_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_22_245_sim_.txt,0_22_245_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_24_593_sim_.txt,0_24_593_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_8_172_sim_.txt,0_8_172_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_12_605_sim_.txt,0_12_605_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_20_740_sim_.txt,0_20_740_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_15_876_sim_.txt,0_15_876_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_7_329_sim_.txt,0_7_329_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_19_1119_sim_.txt,0_19_1119_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_23_1052_sim_.txt,0_23_1052_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_13_330_sim_.txt,0_13_330_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_21_275_sim_.txt,0_21_275_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_25_1192_sim_.txt,0_25_1192_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_3_522_sim_.txt,0_3_522_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_3_744_sim_.txt,0_3_744_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_15_680_sim_.txt,0_15_680_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_13_156_sim_.txt,0_13_156_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_4_937_sim_.txt,0_4_937_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_23_1234_sim_.txt,0_23_1234_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_16_268_sim_.txt,0_16_268_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_2_271_sim_.txt,0_2_271_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_20_526_sim_.txt,0_20_526_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_1_699_sim_.txt,0_1_699_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_12_463_sim_.txt,0_12_463_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_18_1177_sim_.txt,0_18_1177_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_25_618_sim_.txt,0_25_618_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_22_576_sim_.txt,0_22_576_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_10_433_sim_.txt,0_10_433_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_6_0_sim_.txt,0_6_0_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_9_1043_sim_.txt,0_9_1043_par_.txt
